27 17 1
152 115 -1
152 12 1
211 116 1
212 116 1
213 117 1
214 19 -1
215 116 1
214 67 1
212 116 1
162 41 1
216 118 1
215 116 1
91 119 -1
217 25 0
218 24 1
219 65 1
220 116 1
221 120 1
221 22 1
214 31 0
222 111 1
223 116 1
188 120 1
224 121 1
225 22 1
226 117 1
227 116 -1
228 122 1
229 17 1
230 22 1
121 23 1
231 30 0
232 24 -1
233 117 1
211 116 1
59 116 1
232 123 1
27 17 1
234 30 -1
235 124 1
236 125 1
237 69 -1
238 99 -1
239 23 1
240 94 1
205 106 0
83 116 1
215 116 1
241 116 1
242 126 1
235 127 -1
243 17 1
237 124 1
244 116 1
245 106 1
9 72 1
233 128 -1
246 23 1
234 30 -1
128 129 0
213 130 -1
247 29 1
239 106 0
245 65 1
248 65 1
249 115 -1
212 116 1
244 11 1
250 131 -1
251 29 1
252 36 -1
211 116 1
212 116 1
253 116 1
242 126 -1
254 59 1
17 72 1
255 132 1
27 17 1
256 41 0
212 116 1
58 132 0
257 133 1
134 134 1
1 130 -1
258 25 1
177 41 1
1 135 0
233 135 0
245 89 -1
20 17 1
112 17 1
259 29 1
6 29 1
260 5 1
1 67 1
1 41 1
105 109 1
212 116 0
261 22 -1
262 130 -1
262 136 0
63 12 1
252 21 1
214 22 0
211 116 1
239 120 0
263 137 1
264 125 1
265 125 1
266 116 1
212 116 1
173 138 1
267 139 1
268 12 1
112 17 1
134 39 1
244 29 1
269 29 1
270 22 1
271 41 1
272 72 1
273 138 1
274 140 -1
174 141 1
275 139 1
276 12 1
277 109 -1
278 116 1
27 41 0
211 116 1
279 116 0
280 138 1
144 11 1
105 11 1
162 33 1
281 138 1
282 142 1
283 29 1
284 1 0
267 143 -1
284 139 1
222 17 1
205 127 1
285 15 1
103 84 1
286 22 1
212 116 1
139 144 -1
287 22 1
83 45 1
288 95 0
289 41 -1
290 145 -1
73 106 1
33 23 0
291 146 1
292 147 -1
293 145 -1
294 117 1
241 116 1
52 116 1
295 146 1
27 17 1
18 29 1
296 48 1
297 87 0
298 117 1
293 148 0
103 149 1
75 2 1
299 22 1
300 9 1
213 150 1
225 46 0
264 117 0
290 151 0
239 152 1
301 12 1
302 72 1
303 29 0
133 1 1
212 116 1
304 153 -1
305 11 1
144 20 1
306 72 1
293 154 -1
307 155 1
308 29 1
309 59 -1
310 156 0
290 157 -1
311 11 1
222 17 1
219 29 1
22 29 0
312 59 1
83 106 0
305 89 -1
313 95 1
314 116 0
212 116 1
315 72 1
316 66 1
17 72 1
19 158 0
235 46 -1
177 41 1
141 137 -1
317 72 1
318 59 1
314 137 1
319 159 -1
212 116 1
320 116 0
321 160 1
322 82 1
296 161 1
323 159 1
324 11 1
325 11 1
223 116 1
326 159 1
327 162 1
263 11 1
328 11 1
329 22 -1
98 41 1
330 116 1
133 120 1
331 133 0
332 163 -1
305 124 1
22 106 1
144 72 1
333 160 1
334 160 1
261 161 1
335 164 1
336 11 1
326 29 1
337 29 1
338 44 0
339 165 1
197 166 -1
77 41 1
340 41 1
71 116 1
312 12 1
112 17 1
222 17 1
341 116 1
337 11 1
239 17 1
342 167 1
343 46 1
344 102 1
128 168 1
345 46 1
346 169 0
347 31 -1
348 11 1
197 170 1
349 136 -1
350 41 0
351 116 1
178 116 1
352 150 1
141 12 0
353 12 0
27 17 1
354 29 0
231 29 1
355 86 -1
244 116 1
342 130 -1
356 29 0
357 29 1
298 171 1
358 149 1
359 172 1
337 11 1
360 11 1
361 41 0
220 116 1
183 161 1
193 119 1
362 173 1
91 31 1
363 44 1
364 112 1
197 105 1
162 161 1
265 150 1
183 127 0
305 11 1
365 11 1
112 17 1
366 40 -1
367 116 1
347 72 1
314 12 -1
368 45 1
369 116 1
370 172 1
371 174 0
311 175 0
372 176 0
210 109 0
373 116 0
174 127 1
374 34 0
321 177 1
375 116 0
376 116 1
109 178 -1
311 178 0
337 11 1
377 11 1
378 11 1
62 46 1
378 41 1
379 75 -1
178 116 1
295 123 1
380 179 1
222 17 1
381 41 1
382 63 1
383 180 1
294 181 1
384 182 -1
385 127 1
318 2 1
386 29 1
387 1 0
388 116 1
389 179 -1
390 105 1
391 29 -1
27 23 0
379 61 1
392 106 -1
393 109 1
386 11 1
394 29 0
133 66 1
395 183 1
396 184 -1
59 185 1
63 119 0
397 186 1
245 187 0
398 188 1
305 127 1
287 116 1
399 182 1
400 189 -1
244 17 1
112 17 1
148 116 1
178 116 1
401 123 1
402 177 1
403 188 1
16 11 1
105 11 1
404 117 0
367 116 1
366 123 0
244 72 1
405 190 1
229 17 1
406 29 0
245 65 1
383 180 1
345 191 1
407 127 1
8 192 0
408 192 -1
311 40 0
409 40 -1
92 66 1
410 116 0
317 193 1
411 194 1
247 11 1
197 195 0
412 1 1
388 116 1
413 152 1
414 164 0
92 196 1
305 127 1
223 116 1
415 116 1
416 197 1
417 11 1
121 23 1
49 36 -1
134 71 1
305 71 0
418 198 1
59 123 1
419 199 -1
142 188 1
245 191 1
420 200 1
421 127 1
422 136 -1
423 201 1
424 159 1
362 202 1
425 203 1
425 203 1
426 204 1
142 205 -1
427 205 -1
345 205 1
59 205 1
428 206 1
362 207 0
259 29 0
245 137 1
429 62 1
407 127 1
430 208 1
197 209 1
431 34 -1
432 104 1
433 116 1
17 72 1
434 199 1
435 11 1
436 136 -1
437 210 1
9 211 -1
347 116 -1
172 212 1
438 116 1
439 31 -1
440 23 1
441 33 -1
375 108 -1
244 116 1
415 11 1
442 11 1
177 212 0
375 57 -1
443 72 1
383 180 1
444 213 1
407 127 1
112 17 1
445 65 0
378 41 0
446 214 -1
447 116 1
448 116 -1
449 142 -1
446 215 1
450 193 1
451 127 -1
452 17 1
8 17 1
446 216 1
453 212 1
454 212 1
253 116 1
455 116 1
456 198 1
134 187 -1
457 202 1
458 217 1
459 218 -1
224 219 0
460 220 0
461 221 0
462 130 -1
460 136 -1
206 31 0
463 84 1
445 160 1
218 190 1
464 116 0
228 156 1
465 183 0
466 222 1
467 223 -1
43 224 -1
468 11 1
469 225 0
238 212 1
103 120 1
470 72 1
460 133 1
471 172 1
472 180 1
473 224 -1
474 11 1
475 226 0
476 17 1
112 17 1
420 121 1
210 34 -1
239 116 1
477 227 1
466 17 1
239 17 1
426 228 0
235 202 1
222 17 1
472 180 1
478 229 1
479 230 0
27 23 1
85 34 -1
480 203 1
426 231 1
481 232 1
426 233 -1
466 17 1
482 65 1
483 212 -1
414 234 1
484 21 0
400 23 1
485 102 1
486 235 1
487 236 1
485 136 1
9 12 1
488 116 1
489 235 0
482 11 1
482 11 1
490 11 1
491 173 1
452 17 1
492 17 1
121 23 1
375 30 0
345 30 0
493 116 0
220 116 1
419 237 1
494 236 1
407 127 1
495 11 1
496 12 -1
27 17 1
242 238 1
497 45 1
498 239 1
499 11 1
52 12 0
271 41 1
153 1 1
500 240 0
501 117 1
502 123 0
503 188 1
222 17 1
504 123 1
505 144 1
478 153 1
383 180 1
83 127 1
506 241 1
507 242 1
508 243 1
509 25 0
510 22 1
511 238 0
512 116 1
231 116 1
513 244 -1
364 245 1
514 246 0
491 151 0
413 66 1
85 106 -1
515 113 1
465 247 1
516 220 1
428 248 -1
517 136 -1
27 17 1
518 216 0
196 35 1
383 180 1
519 249 1
515 217 1
83 127 1
224 250 -1
73 23 1
495 180 1
434 232 -1
487 251 1
224 252 1
520 87 1
521 116 1
400 123 1
522 58 1
245 127 0
523 241 -1
524 253 1
525 254 1
526 255 1
527 17 1
528 22 -1
222 23 1
506 238 1
277 137 1
529 213 -1
441 127 -1
269 127 -1
115 127 -1
530 241 -1
428 256 -1
531 256 1
487 257 1
482 65 1
253 116 1
532 116 1
533 258 -1
534 259 1
487 260 1
495 23 1
105 123 1
364 245 1
533 261 -1
481 261 -1
105 41 1
277 123 -1
428 153 -1
498 239 1
535 262 1
535 263 1
536 264 1
277 17 1
537 124 1
538 72 1
539 265 1
540 266 1
299 34 1
541 106 -1
542 161 1
543 213 -1
212 116 1
447 116 1
544 116 1
401 156 0
545 267 1
546 1 0
547 268 -1
548 269 1
226 82 1
322 82 1
91 123 1
549 188 1
550 241 -1
551 9 1
544 270 1
148 116 1
105 116 1
552 249 1
364 271 1
553 272 0
364 273 1
554 274 -1
554 275 1
555 214 -1
556 145 -1
557 272 1
558 249 1
555 244 -1
559 276 1
558 116 -1
560 256 1
407 277 1
292 278 1
561 22 1
562 1 1
547 279 1
547 280 1
92 2 1
563 281 -1
547 282 1
401 283 1
564 11 1
33 23 1
565 156 -1
434 257 1
565 271 -1
305 277 1
566 2 1
311 284 1
487 285 -1
567 286 -1
566 94 0
568 104 -1
220 116 1
569 164 -1
570 168 1
524 287 1
571 288 -1
40 289 -1
572 290 1
573 41 0
487 291 1
574 1 -1
575 66 1
199 120 -1
547 257 1
576 292 1
577 292 1
277 2 0
518 290 1
555 244 -1
578 244 -1
579 2 1
203 293 1
309 294 1
580 295 0
574 34 1
286 48 1
581 95 -1
582 296 0
583 297 1
584 52 1
585 117 1
586 298 1
587 250 -1
438 283 1
588 299 0
451 277 0
589 2 0
434 300 -1
590 301 1
591 32 1
592 120 1
593 203 -1
594 250 -1
595 11 1
596 292 1
597 277 -1
592 2 1
598 302 1
586 213 -1
599 303 0
43 293 1
600 293 1
601 294 1
602 304 1
301 305 -1
603 116 1
383 180 1
604 193 1
552 249 1
605 265 1
606 283 1
607 293 1
457 267 1
526 306 1
608 29 1
609 29 1
566 46 1
610 123 1
611 123 -1
1 161 1
612 215 0
613 239 -1
614 306 0
426 307 -1
612 308 1
615 167 1
1 23 1
572 282 1
616 9 1
617 188 1
434 298 1
546 22 1
618 67 1
619 65 1
620 1 1
621 86 -1
541 106 -1
622 123 1
623 180 1
624 105 1
560 256 1
18 283 1
625 292 1
103 297 1
626 309 0
627 309 0
628 310 1
629 311 1
630 1 0
583 1 0
592 1 0
631 137 0
268 144 1
632 168 1
498 239 1
214 67 1
83 127 1
633 272 1
305 277 1
612 312 -1
634 313 1
52 41 1
635 123 1
636 314 0
234 315 1
637 29 1
638 316 -1
614 316 -1
639 194 1
187 11 1
640 11 1
558 293 1
437 317 1
641 318 1
624 319 -1
642 320 1
643 44 -1
175 321 -1
107 66 1
644 95 -1
107 18 -1
645 69 -1
645 191 1
566 69 0
228 127 -1
646 11 1
647 295 1
648 322 -1
649 323 1
228 22 0
650 198 1
651 11 1
583 324 1
652 325 0
653 130 1
459 30 1
654 165 1
286 165 1
266 283 1
633 272 1
552 326 1
655 309 0
311 327 0
656 328 1
657 329 -1
658 12 1
659 330 0
647 35 1
660 331 -1
661 325 -1
662 325 -1
662 325 -1
134 135 0
663 215 1
664 193 1
665 206 0
666 292 1
200 292 1
586 332 1
647 333 1
369 12 1
667 22 0
668 262 1
669 293 1
364 334 1
670 19 0
671 161 1
438 283 1
18 331 1
396 283 1
672 272 0
466 11 1
309 294 1
673 332 1
305 189 0
674 189 1
675 335 -1
676 203 0
677 203 0
678 283 1
679 293 1
680 331 1
201 334 1
83 336 1
127 337 1
681 338 1
682 339 -1
17 323 -1
682 340 1
683 129 -1
671 161 1
438 161 -1
684 335 -1
685 335 -1
673 341 -1
686 11 1
687 280 1
237 315 0
688 337 1
689 342 0
690 343 1
691 343 -1
667 344 0
677 274 1
692 189 1
134 323 0
441 323 -1
686 29 1
693 345 1
694 26 1
695 282 1
667 346 -1
696 214 -1
693 347 1
697 348 1
698 215 -1
699 250 -1
700 11 1
476 292 1
52 349 1
688 344 -1
701 89 -1
364 161 0
702 215 1
703 293 1
704 333 0
705 350 -1
706 351 1
707 102 -1
708 129 -1
299 334 1
709 323 1
710 238 0
18 45 1
711 352 1
712 159 0
711 283 1
713 11 1
714 315 1
612 308 1
311 353 1
715 12 1
711 29 1
716 7 1
717 282 1
372 151 1
718 354 1
719 355 1
720 22 1
451 65 1
679 18 0
213 35 1
416 180 1
721 283 1
722 11 1
685 287 -1
364 315 0
723 356 1
401 357 0
724 29 1
725 31 -1
726 32 0
727 82 1
49 353 0
612 358 -1
728 359 -1
34 360 -1
708 361 1
729 12 1
730 362 1
403 188 1
708 363 1
731 349 1
305 364 1
715 12 1
556 173 0
732 29 0
470 165 0
733 239 1
459 239 0
734 349 1
723 356 1
735 365 0
736 366 1
224 367 0
717 368 1
220 12 1
737 36 0
738 41 1
739 11 1
740 293 1
741 369 1
704 370 0
742 312 1
265 125 1
533 279 0
743 371 1
533 372 -1
658 349 1
466 349 1
744 373 0
743 345 0
709 374 0
745 156 1
518 375 1
746 250 0
747 11 1
748 276 1
749 331 1
750 376 1
596 353 1
438 353 1
508 355 1
746 377 0
746 378 0
746 379 1
446 380 0
655 381 0
518 382 0
751 302 1
746 207 1
746 173 0
683 121 1
745 7 1
752 82 0
753 89 -1
754 215 -1
755 257 1
668 262 1
471 272 1
756 11 1
757 292 1
283 293 1
758 383 1
561 22 1
759 7 1
760 95 -1
761 283 1
762 292 1
763 293 1
665 315 1
582 381 -1
764 384 1
765 385 1
683 173 -1
745 31 1
612 290 -1
105 66 1
241 116 1
766 149 1
767 272 1
768 310 1
560 315 1
366 41 1
769 45 1
770 340 0
770 129 -1
770 206 1
770 363 1
116 239 1
711 331 1
771 386 -1
20 352 1
772 146 0
773 293 1
18 369 1
612 368 1
655 387 -1
741 12 1
741 12 1
741 388 0
720 44 1
774 32 1
581 1 0
775 11 1
596 353 1
311 389 -1
758 383 1
727 207 1
235 207 0
741 37 1
178 65 1
711 65 1
401 38 -1
503 188 1
776 218 -1
581 2 1
763 293 1
672 336 1
701 369 1
777 390 0
717 382 0
778 391 -1
779 207 1
585 385 0
780 385 1
781 32 1
779 145 -1
782 109 1
783 105 1
784 283 1
785 292 1
762 292 1
786 292 1
787 291 1
115 328 1
770 392 1
788 393 1
789 394 -1
790 395 1
791 34 1
792 67 1
741 67 1
741 67 1
793 214 -1
389 116 1
428 363 1
470 2 0
671 293 1
401 293 1
629 311 1
794 349 1
771 396 -1
795 397 1
796 12 1
269 29 1
33 23 1
797 41 1
798 41 1
22 346 1
799 188 1
800 354 1
717 285 1
162 293 1
680 331 1
801 398 1
802 399 1
162 66 1
803 217 1
804 292 1
805 131 -1
806 34 1
366 41 1
389 116 1
807 165 1
808 193 1
809 217 0
762 276 1
244 276 1
63 292 1
187 292 1
810 338 0
625 349 0
811 34 1
174 32 -1
600 41 1
718 354 1
812 283 1
813 372 -1
814 372 -1
815 293 1
71 349 0
816 400 1
817 362 1
818 32 1
812 87 1
549 188 1
819 283 0
820 292 1
821 292 1
822 398 0
823 401 1
655 402 1
753 403 1
824 404 -1
783 405 1
656 406 1
245 29 1
412 1 0
659 407 1
825 214 1
136 84 1
20 352 1
826 116 1
660 89 -1
136 191 -1
785 276 1
827 292 1
828 307 -1
829 408 1
764 402 1
830 409 1
628 410 1
655 411 -1
831 412 -1
832 413 -1
833 207 1
136 23 0
834 41 1
835 82 1
836 414 0
837 193 1
600 283 1
838 272 1
610 277 -1
658 293 0
839 293 1
286 293 0
778 311 1
840 336 1
841 343 -1
833 415 0
842 99 0
842 67 1
843 109 0
403 188 1
844 283 1
845 299 1
717 416 1
846 417 1
845 418 1
723 419 1
847 420 0
810 421 1
848 422 1
205 423 1
849 41 1
850 421 0
18 328 1
600 349 1
596 353 1
851 424 1
841 425 1
375 419 0
852 45 1
853 269 0
52 283 1
854 283 1
855 398 -1
681 426 1
756 29 1
121 23 1
856 86 0
71 116 1
857 188 1
830 188 1
830 354 1
552 292 1
858 292 0
660 403 0
859 423 1
210 427 -1
783 405 1
860 31 -1
389 116 1
861 116 -1
697 420 1
434 199 1
862 105 1
863 105 1
864 299 -1
717 416 1
690 428 1
865 29 1
866 29 1
867 290 1
797 41 1
455 116 1
772 146 -1
868 146 1
869 188 1
870 421 -1
600 292 1
871 429 1
872 41 1
873 151 1
874 375 1
875 272 1
876 292 1
873 430 1
877 425 1
366 41 1
878 116 1
621 165 0
879 188 1
880 188 1
104 277 0
247 2 1
881 402 1
851 424 1
882 128 -1
830 188 1
660 354 -1
883 233 1
493 11 1
884 292 1
885 277 -1
689 431 1
886 313 1
828 432 -1
887 29 1
888 41 1
889 113 1
633 272 1
861 11 0
890 402 1
891 433 1
656 434 1
892 435 1
893 436 0
861 29 0
235 23 1
621 41 1
894 214 0
674 109 1
555 437 1
861 144 1
671 161 1
895 105 1
896 283 1
205 293 1
897 334 1
898 122 1
899 438 0
305 439 1
747 424 1
861 12 0
628 440 0
900 22 1
778 393 1
497 423 1
901 441 1
476 439 1
902 442 1
899 424 1
903 149 1
894 261 1
904 283 1
905 417 1
401 122 1
305 439 1
894 443 1
293 444 -1
906 22 1
872 41 1
850 41 1
903 71 1
389 116 1
772 293 1
864 356 1
907 445 1
908 446 1
903 31 0
709 41 1
104 115 -1
909 116 1
910 228 0
884 11 1
911 292 1
911 293 1
134 433 1
671 439 1
771 447 1
912 448 0
655 449 0
913 450 -1
771 424 1
914 41 1
447 116 1
558 165 -1
400 165 1
222 165 1
915 228 0
916 234 0
914 11 1
261 293 1
269 331 1
864 356 1
917 445 1
851 447 1
20 451 1
918 452 1
121 23 1
400 41 1
919 116 1
180 268 -1
920 11 1
921 402 -1
741 433 1
922 447 1
923 453 1
311 226 0
924 454 1
925 455 -1
923 456 -1
187 29 1
926 35 1
830 188 1
244 354 0
625 283 1
927 293 1
528 293 1
928 447 1
401 457 1
881 424 1
929 424 1
930 12 1
931 458 1
389 116 1
932 338 0
741 369 1
933 459 0
655 402 1
934 445 1
935 460 1
936 461 1
937 383 1
938 462 1
939 207 1
940 76 1
941 292 1
942 293 1
943 380 -1
944 393 1
395 451 -1
945 451 1
946 451 1
947 463 1
531 207 1
948 44 -1
799 188 1
884 293 0
949 334 1
884 356 1
305 439 1
583 464 1
395 465 1
950 45 1
951 190 1
952 315 -1
953 433 1
954 451 1
413 464 1
40 464 1
955 466 1
879 12 1
956 188 1
884 283 1
957 277 1
244 122 1
958 467 -1
923 468 -1
959 469 -1
910 470 -1
960 173 1
961 41 1
268 76 0
733 135 1
962 371 0
963 277 -1
964 315 1
965 402 0
134 433 1
289 464 -1
963 471 1
966 471 1
530 29 1
967 29 1
968 110 1
389 116 0
877 203 -1
674 245 1
526 371 1
969 105 1
970 11 1
971 293 1
972 396 1
136 433 1
968 469 -1
832 472 1
470 71 1
86 352 1
973 111 1
86 111 1
447 116 1
628 116 1
974 120 1
269 165 1
975 188 1
976 188 1
977 272 1
978 292 1
20 292 1
625 292 1
979 287 -1
205 293 1
980 433 1
981 433 1
400 433 1
982 473 1
983 474 1
138 475 0
984 476 1
872 41 1
985 477 1
294 181 1
986 478 0
364 439 -1
985 479 1
987 272 1
479 369 1
946 451 1
988 480 -1
479 480 -1
975 188 1
989 245 0
440 292 1
624 408 1
205 433 1
415 433 1
271 433 1
18 451 1
990 481 -1
971 67 1
416 149 1
900 149 -1
991 293 1
992 474 -1
993 474 -1
994 482 1
995 483 1
996 484 -1
245 29 1
997 22 1
998 188 1
999 237 1
1000 311 1
897 434 -1
1001 464 0
1002 474 1
1003 424 1
1004 425 1
1005 29 1
1006 21 0
971 67 1
72 41 1
1007 41 1
447 116 1
1008 168 -1
1009 228 -1
1010 206 0
1011 272 1
1012 408 1
785 451 1
222 12 1
1010 121 1
1013 328 1
134 433 1
1014 433 0
551 464 1
685 425 0
1015 485 1
1016 23 1
269 41 1
1006 41 1
530 238 1
1017 69 1
228 156 1
1018 293 1
228 433 1
83 383 1
738 161 -1
324 11 1
1019 293 1
1020 433 0
40 433 0
228 122 0
583 464 1
395 465 1
912 149 1
1021 293 1
773 433 1
850 433 1
942 486 1
1022 487 -1
783 488 1
851 489 1
372 29 1
697 490 1
1017 120 0
134 69 -1
398 188 1
375 266 1
15 11 1
907 292 1
1023 293 1
914 334 1
1024 491 1
1010 378 1
536 492 1
873 493 0
833 424 1
1025 424 1
851 475 1
1010 466 0
1026 345 -1
1027 192 -1
1028 116 1
1029 162 1
1010 168 1
9 188 0
1030 11 1
1031 11 1
821 292 1
625 293 0
873 392 1
1032 433 1
881 494 1
911 495 1
225 495 1
583 496 1
1033 424 1
1010 345 1
121 23 1
1027 24 0
971 41 1
476 41 1
235 41 1
1034 352 1
91 165 1
617 188 1
720 2 1
810 293 1
1035 383 1
1036 497 -1
628 498 1
91 499 1
91 12 -1
1037 220 1
1038 11 1
398 11 1
1039 433 1
948 495 0
1039 496 1
1040 498 0
1041 466 1
105 11 1
136 292 0
1042 277 -1
946 451 1
674 500 -1
1043 395 1
364 188 1
1044 223 -1
1045 276 1
364 383 1
187 501 1
595 12 -1
1046 425 -1
961 41 1
381 188 1
637 223 -1
1047 223 -1
804 292 1
597 331 1
877 491 1
1048 433 1
1049 502 -1
514 207 1
1050 109 1
1051 229 1
600 356 1
401 29 1
625 352 1
1052 335 -1
717 261 -1
1053 292 1
1054 311 0
1055 393 1
1056 433 1
1057 498 0
1058 12 1
1059 489 1
852 29 1
872 41 1
857 352 -1
975 188 1
259 292 0
277 2 -1
699 379 1
1060 402 0
1061 433 1
595 45 1
1062 149 1
554 272 1
907 292 1
1063 293 1
1064 356 1
873 446 1
741 503 1
674 504 1
907 505 1
1018 506 1
1065 58 1
884 188 1
910 416 1
1066 23 1
1067 41 0
341 239 1
518 507 1
991 11 1
1053 293 1
701 331 1
154 433 1
228 433 1
717 508 1
717 509 0
1068 510 1
852 45 1
1069 159 -1
1070 393 1
210 433 1
364 504 1
1071 131 -1
1072 29 1
1073 23 1
1055 511 -1
1074 108 -1
1075 223 -1
1031 11 1
972 331 1
583 433 1
1076 465 1
428 497 0
832 512 1
136 29 0
121 23 1
33 23 1
1077 45 0
785 352 1
971 188 1
1078 11 1
1079 11 1
1080 451 1
267 226 -1
1039 500 1
717 513 1
1081 513 1
174 514 1
1082 515 1
624 516 -1
235 41 1
957 165 1
1083 188 1
1084 213 -1
1084 257 1
1084 285 -1
1084 312 0
1084 416 1
1085 433 1
1086 506 1
1087 517 -1
948 21 -1
1088 21 0
1084 216 1
872 41 1
1089 293 1
1090 331 1
1091 423 1
1092 513 -1
136 65 0
1093 165 1
560 256 1
1094 272 1
1095 423 1
927 31 0
1096 1 1
912 180 1
960 229 0
1097 256 0
1096 293 1
975 423 1
134 474 -1
751 512 1
1098 173 -1
1096 30 1
664 362 1
1099 223 -1
508 379 1
624 408 1
1100 433 1
1101 518 1
1102 383 1
534 406 1
1103 519 1
1104 520 1
1049 466 0
884 29 1
1105 94 1
799 188 1
1052 203 1
1106 257 1
1107 292 1
1108 292 1
311 331 1
972 331 1
953 433 1
785 451 1
83 383 1
1039 383 1
203 521 1
895 522 1
1002 523 1
1109 524 1
1010 525 -1
1096 94 1
1110 110 0
1111 203 1
1112 292 1
305 433 1
305 439 1
762 451 1
134 500 0
1113 470 -1
1111 221 -1
487 526 1
965 527 -1
1006 528 1
1114 29 0
770 229 1
965 206 1
706 263 0
395 283 1
861 283 -1
739 11 1
1031 11 1
861 292 0
861 433 1
861 439 -1
758 383 1
727 302 0
1049 529 0
105 329 -1
1098 207 1
1115 112 1
1116 142 -1
780 150 1
1115 356 1
1117 433 1
1118 433 1
1119 439 1
1039 383 1
366 530 0
929 207 1
1120 213 -1
1121 250 -1
636 255 1
821 454 1
1118 531 -1
1121 532 -1
1121 207 1
674 5 1
961 41 1
1122 292 1
1123 416 1
485 472 0
187 501 1
1124 525 -1
1125 5 1
1126 41 1
1014 41 1
1127 188 -1
1128 276 1
1129 306 1
1010 482 1
